index,search_results,rank
309,1,1
310,7,4
311,3,0
312,5,0
313,10,0
314,3,0
315,9,3
316,8,6
317,8,6
318,10,5
319,9,5
320,7,5
321,8,0
322,8,5
323,7,5
324,7,4
325,3,3
326,6,2
327,6,3
328,5,3
329,9,5
330,12,6
331,8,4
332,6,3
333,8,5
334,8,7
335,6,0
336,7,3
337,10,5
338,12,7
339,8,7
340,5,3
341,7,7
342,8,4
343,2,2
344,6,0
345,6,3
346,9,3
347,7,3
348,5,4
349,3,1
350,9,3
351,11,7
352,7,3
353,10,0
354,5,0
355,7,3
356,4,1
357,6,5
358,6,4
359,9,3
360,13,7
361,6,4
362,11,7
363,9,5
364,3,2
365,6,1
366,11,6
367,7,2
368,6,3
369,8,0
370,5,0
371,10,4
372,15,9
373,7,4
374,5,4
375,9,7
376,13,7
377,6,4
378,9,3
379,6,6
380,7,6
381,1,0
382,3,3
383,8,0
384,10,0
385,9,0
386,9,3
387,12,7
388,8,3
389,8,3
390,8,3
391,11,6
392,3,3
393,7,6
394,5,2
395,9,0
396,9,4
397,4,4
398,7,1
399,8,5
400,9,6
401,4,1
402,5,5
403,7,5
404,6,1
405,6,3
406,4,4
407,7,1
408,3,0
409,10,4
410,4,4
411,5,5
412,5,5
413,4,0
414,4,4
415,4,3
416,6,0
417,12,6
418,4,3
419,7,3
420,8,2
421,6,0
422,9,4
423,8,3
424,7,0
425,10,5
426,12,6
427,10,7
428,10,0
429,4,4
430,8,0
431,5,3
432,5,0
433,6,6
434,11,6
435,3,3
436,6,2
437,10,8
438,9,0
439,10,4
440,10,0
441,3,1
442,10,10
443,11,6
444,2,0
445,14,8
446,6,6
447,4,3
448,5,0
449,6,4
450,9,0
451,5,2
452,4,2
453,5,4
454,3,3
455,13,7
456,12,7
457,5,0
458,13,7
459,7,1
460,6,0
461,8,0
462,4,3
463,7,2
464,5,0
465,1,1
466,6,3
467,10,4
468,4,3
469,5,5
470,12,6
471,6,0
472,2,2
473,6,0
474,6,3
475,6,3
476,6,0
477,12,7
478,5,2
479,9,4
480,9,3
481,12,6
482,9,8
483,9,5
484,9,0
485,7,1
486,6,2
487,8,0
488,9,5
489,7,0
490,4,1
491,6,1
492,7,4
493,9,8
494,5,3
495,6,6
496,4,1
497,7,4
498,8,0
499,7,6
500,7,1
501,13,7
502,6,2
503,10,5
504,9,0
505,10,7
506,9,5
507,7,4
508,10,5
509,7,0
510,3,3
511,1,1
512,4,4
513,10,0
514,6,3
515,6,2
516,10,4
517,4,3
518,6,3
519,4,2
520,10,5
521,7,0
522,10,4
523,3,0
524,10,7
525,10,0
526,3,3
527,1,0
528,7,0
529,3,3
530,4,3
531,7,5
532,4,4
533,5,5
534,11,0
535,8,3
536,10,5
537,8,2
538,8,0
539,9,0
540,12,6
541,4,3
542,8,2
543,2,1
544,4,0
545,8,3
546,3,0
547,9,7
548,8,2
549,5,0
550,7,0
551,0,0
552,10,0
553,11,6
554,10,0
555,10,0
556,4,0
557,6,4
558,11,0
559,8,0
560,7,1
561,5,5
562,3,3
563,8,4
564,3,2
565,9,0
566,8,8
567,7,4
568,10,0
569,6,3
570,7,0
571,2,0
572,7,0
573,8,0
574,5,1
575,7,0
576,6,0
577,9,0
578,10,4
579,5,0
580,2,1
581,7,5
582,9,7
583,6,4
584,7,0
585,3,1
586,9,0
587,8,4
588,4,0
589,1,1
590,4,2
591,10,4
592,6,0
593,11,7
594,8,4
595,10,7
596,12,6
597,5,5
598,12,7
599,12,6
600,14,8
601,5,4
602,7,2
603,12,8
604,11,6
605,8,2
606,9,5
607,9,0
608,7,3
609,8,4
610,6,3
611,3,0
612,10,0
613,4,3
614,9,0
615,9,0
616,6,5
617,5,3
618,8,0
619,7,3
620,7,0
621,11,6
622,8,4
623,11,7
624,1,0
625,6,6
626,3,3
627,6,0
628,4,3
629,9,0
630,3,3
631,5,2
632,4,1
633,7,0
634,13,9
635,6,0
636,8,6
637,11,0
638,5,3
639,5,3
640,7,2
641,7,0
642,7,3
643,4,1
644,7,0
645,8,4
646,8,7
647,4,0
648,7,7
649,6,4
650,9,3
651,3,0
652,5,4
653,5,1
654,9,3
655,6,3
656,4,2
657,8,5
658,7,5
659,10,0
660,3,3
661,10,4
662,0,0
663,6,3
664,4,3
665,12,8
666,6,4
667,8,4
668,4,4
669,3,0
670,6,5
671,6,0
672,5,5
673,7,3
674,7,4
675,7,6
676,4,3
677,12,9
678,4,4
679,5,4
680,7,1
681,12,7
682,9,4
683,9,4
684,6,0
685,9,3
686,3,1
687,3,3
688,12,9
689,6,2
690,13,7
691,2,2
692,9,5
693,0,0
694,5,3
695,14,0
696,9,6
697,10,8
698,8,0
699,11,0
700,9,5
701,2,2
702,10,9
703,6,5
704,4,1
705,9,0
706,10,5
707,6,3
708,7,0
709,4,3
710,6,4
711,7,3
712,2,1
713,9,5
714,3,3
715,4,2
716,5,2
717,5,4
718,4,2
719,7,0
720,3,3
721,3,2
722,7,3
723,10,0
724,9,4
725,8,5
726,4,3
727,5,0
728,10,0
729,9,3
730,6,6
731,4,3
732,8,0
733,3,3
734,4,0
735,6,6
736,3,0
737,6,2
738,10,5
739,12,0
740,4,1
741,11,6
742,7,2
743,7,2
744,8,0
745,5,0
746,10,4
747,8,0
748,5,3
749,5,1
750,10,4
751,10,7
752,11,6
753,7,6
754,9,0
755,5,3
756,8,2
757,8,5
758,6,6
759,3,0
760,9,6
761,8,3
762,9,4
763,10,0
764,9,3
765,12,10
766,7,1
767,7,5
768,7,0
769,7,2
770,4,3
771,8,7
772,5,0
773,7,0
774,4,4
775,7,6
776,3,1
777,7,4
778,12,6
779,9,3
780,9,0
781,4,3
782,7,4
783,9,6
784,3,0
785,3,3
786,3,3
787,8,4
788,9,9
789,10,6
790,8,0
791,6,5
792,4,1
793,4,0
794,15,9
795,2,2
796,11,5
797,8,4
798,7,2
799,8,4
800,0,0
801,8,0
802,8,3
803,4,4
804,7,2
805,2,1
806,3,0
807,8,2
808,7,0
809,4,3
810,4,4
811,4,4
812,8,2
813,6,3
814,7,0
815,5,4
816,9,4
817,4,0
818,6,5
819,7,3
820,11,6
821,4,3
822,10,8
823,10,4
824,11,8
825,10,4
826,4,4
827,6,5
828,10,5
829,9,4
830,5,2
831,6,3
832,11,5
833,5,0
834,7,2
835,9,4
836,5,4
837,8,3
838,4,4
839,14,9
840,0,0
841,5,4
842,3,0
843,5,5
844,5,4
845,9,4
846,4,3
847,10,5
848,10,4
849,3,2
850,10,7
851,5,5
852,8,2
853,11,8
854,3,1
855,9,4
856,4,4
857,4,0
858,3,3
859,5,0
860,10,6
861,9,4
862,9,4
863,2,1
864,11,6
865,8,3
866,6,3
867,9,3
868,9,4
869,11,6
870,9,7
871,8,2
872,5,0
873,3,3
874,4,4
875,9,4
876,8,3
877,6,0
878,5,5
879,7,4
880,13,8
881,7,4
882,8,3
883,8,5
884,13,0
885,8,0
886,8,0
887,5,5
888,7,2
889,2,0
890,11,5
891,8,2
892,8,5
893,3,1
894,5,0
895,9,0
896,4,2
897,11,6
898,3,2
899,4,0
900,8,0
901,3,2
902,7,5
903,4,1
904,6,0
905,5,5
906,7,5
907,9,8
908,9,4
909,5,5
910,8,6
911,9,5
912,10,0
913,4,2
914,12,7
915,6,2
916,8,0
917,7,0
918,7,4
919,8,0
920,8,2
921,11,7
922,8,2
923,5,5
924,5,1
925,4,3
926,5,1
927,7,4
928,8,0
929,6,5
930,4,3
931,6,0
932,4,4
933,9,9
934,5,0
935,10,5
936,10,0
937,3,3
938,4,2
939,9,0
940,7,0
941,6,5
942,8,6
943,11,5
944,3,2
945,11,5
946,10,0
947,11,6
948,4,2
949,7,0
950,9,3
951,5,0
952,10,4
953,8,2
954,8,5
955,10,0
956,10,6
957,3,3
958,7,4
959,7,0
960,8,5
961,5,2
962,5,1
963,2,1
964,10,7
965,8,0
966,11,5
967,11,5
968,5,2
969,3,1
970,11,0
971,5,3
972,9,3
973,8,3
974,4,0
975,7,4
976,4,3
977,12,7
978,8,4
979,3,3
980,10,5
981,7,0
982,8,4
983,6,3
984,7,5
985,4,2
986,12,6
987,4,3
988,7,4
989,9,5
990,7,4
991,7,4
992,4,0
993,7,3
994,2,0
995,6,1
996,5,3
997,8,4
998,5,4
999,12,0
1000,7,2
1001,7,0
1002,14,0
1003,10,9
1004,4,2
1005,7,0
1006,10,0
1007,10,6
1008,6,5
1009,6,1
1010,4,2
1011,11,6
1012,6,0
1013,9,4
1014,7,5
1015,10,4
1016,6,4
1017,1,1
1018,13,0
1019,2,2
1020,10,4
1021,7,7
1022,11,6
1023,4,3
1024,8,5
1025,11,5
1026,5,3
1027,7,3
1028,11,5
1029,1,1
1030,5,0
1031,7,2
1032,2,1
1033,3,2
1034,9,4
1035,8,4
1036,7,2
1037,13,0
1038,9,0
1039,5,5
1040,8,4
1041,3,3
1042,12,6
1043,9,5
1044,9,5
1045,9,4
1046,8,4
1047,3,3
1048,7,1
1049,6,1
1050,7,5
1051,12,6
1052,12,0
1053,3,3
1054,12,6
1055,7,5
1056,7,6
1057,6,1
1058,4,3
1059,8,3
1060,12,0
1061,7,2
1062,9,0
1063,6,4
1064,8,3
1065,7,5
1066,10,5
1067,4,2
1068,4,3
1069,5,0
1070,9,4
1071,6,0
1072,3,1
1073,6,4
1074,5,2
1075,8,8
1076,9,7
1077,5,5
1078,4,2
1079,10,0
1080,10,6
1081,9,3
1082,4,0
1083,9,5
1084,10,0
1085,5,5
1086,7,5
1087,7,6
1088,5,4
1089,3,0
1090,7,6
1091,9,5
1092,7,6
1093,7,6
1094,3,2
1095,4,0
1096,6,3
1097,6,6
1098,7,4
1099,7,3
1100,5,3
1101,8,3
1102,6,4
1103,8,2
1104,5,4
1105,5,4
1106,10,6
1107,7,2
1108,7,1
1109,7,5
1110,10,5
1111,6,0
1112,9,6
1113,3,1
1114,8,3
1115,3,3
1116,7,7
1117,12,6
1118,9,3
1119,7,4
1120,1,0
1121,8,4
1122,4,4
1123,6,0
1124,8,2
1125,10,6
1126,10,4
1127,8,2
1128,13,7
1129,5,5
1130,5,4
1131,6,0
1132,13,7
1133,7,3
1134,5,0
1135,12,6
1136,8,2
1137,5,5
1138,2,2
1139,7,3
1140,1,1
1141,5,0
1142,8,3
1143,6,3
1144,10,6
1145,2,1
1146,8,5
1147,12,6
1148,11,0
1149,5,3
1150,9,0
1151,8,5
1152,6,4
1153,8,4
1154,9,4
1155,5,4
1156,7,0
1157,4,2
1158,8,3
1159,5,0
1160,3,1
1161,12,8
1162,6,0
1163,14,0
1164,10,5
1165,10,6
1166,6,3
1167,11,0
1168,10,4
1169,4,0
1170,3,0
1171,9,0
1172,13,8
1173,5,2
1174,7,3
1175,6,6
1176,1,1
1177,7,5
1178,6,5
1179,7,7
1180,11,5
1181,5,0
1182,7,0
1183,11,6
1184,4,1
1185,3,1
1186,5,2
1187,6,0
1188,7,0
1189,5,5
1190,8,8
1191,6,0
1192,8,6
1193,9,3
1194,9,0
1195,8,4
1196,10,4
1197,5,5
1198,9,4
1199,7,5
1200,7,0
1201,7,1
1202,9,3
1203,8,0
1204,6,3
1205,8,6
1206,12,7
1207,11,0
1208,6,0
1209,4,2
1210,6,0
1211,7,4
1212,6,3
1213,11,0
1214,5,3
1215,9,4
1216,7,6
1217,3,3
1218,6,3
1219,10,0
1220,6,0
1221,8,5
1222,6,4
1223,14,8
1224,7,0
1225,10,4
1226,8,3
1227,8,3
1228,8,0
1229,4,4
1230,3,3
1231,7,4
1232,3,0
1233,11,5
1234,8,0
1235,10,6
1236,10,0
1237,2,1
1238,6,5
1239,9,4
1240,2,0
1241,10,5
1242,5,4
1243,9,6
1244,5,1
1245,7,2
1246,4,2
1247,6,0
1248,8,0
1249,4,1
1250,8,3
1251,6,3
1252,9,3
1253,2,2
1254,6,0
1255,12,6
1256,2,2
1257,5,4
1258,4,4
1259,6,3
1260,8,4
1261,7,0
1262,4,3
1263,9,6
1264,7,7
1265,10,6
1266,7,2
1267,3,1
1268,8,5
1269,8,2
1270,11,5
1271,8,0
1272,10,0
1273,8,5
1274,7,5
1275,10,0
1276,8,6
1277,6,5
1278,5,0
1279,2,0
1280,9,4
1281,8,4
1282,4,2
1283,8,0
1284,6,3
1285,9,4
1286,7,4
1287,5,2
1288,7,6
1289,5,4
1290,7,4
1291,8,0
1292,7,6
1293,6,5
1294,3,3
1295,10,5
1296,5,5
1297,9,5
1298,5,4
1299,12,6
1300,3,2
1301,11,9
1302,6,0
1303,8,2
1304,7,0
1305,8,3
1306,12,6
1307,7,2
1308,10,4
1309,7,3
1310,15,9
1311,10,4
1312,2,0
1313,6,4
1314,4,4
1315,7,3
1316,7,3
1317,3,1
1318,9,6
1319,11,8
1320,3,3
1321,5,2
1322,9,0
1323,5,2
1324,7,6
1325,3,3
1326,5,3
1327,4,1
1328,8,3
1329,10,0
1330,5,4
1331,6,0
1332,8,2
1333,14,8
1334,4,3
1335,4,0
1336,9,4
1337,12,7
1338,9,4
1339,5,2
1340,3,2
1341,8,3
1342,10,4
1343,11,5
1344,10,6
1345,10,0
1346,7,0
1347,5,0
1348,5,0
1349,5,5
1350,4,0
1351,8,3
1352,5,3
1353,11,0
1354,1,1
1355,6,3
1356,13,7
1357,7,5
1358,6,6
1359,6,5
1360,8,4
1361,4,4
1362,4,4
1363,6,5
1364,6,3
1365,10,5
1366,6,5
1367,5,0
1368,5,0
1369,5,2
1370,8,6
1371,4,4
1372,4,3
1373,7,5
1374,11,7
1375,6,4
1376,3,2
1377,11,5
1378,5,3
1379,1,0
1380,9,0
1381,9,0
1382,10,0
1383,8,5
1384,8,4
1385,8,2
1386,6,0
1387,7,4
1388,8,5
1389,10,4
1390,6,5
1391,5,4
1392,8,4
1393,6,5
1394,10,5
1395,4,0
1396,4,0
1397,3,0
1398,1,0
1399,10,6
1400,8,0
1401,4,3
1402,7,0
1403,7,5
1404,4,4
1405,12,6
1406,4,3
1407,6,1
1408,3,3
1409,12,7
1410,11,5
1411,10,4
1412,6,6
1413,8,6
1414,6,0
1415,3,3
1416,9,0
1417,10,0
1418,3,1
1419,8,2
1420,8,5
1421,5,3
1422,11,5
1423,7,0
1424,8,0
1425,11,5
1426,9,3
1427,11,6
1428,6,6
1429,4,4
1430,4,2
1431,7,3
1432,11,5
1433,10,0
1434,3,0
1435,3,3
1436,8,3
1437,3,0
1438,9,4
1439,1,1
1440,10,6
1441,6,5
1442,7,4
1443,7,0
1444,7,4
1445,6,5
1446,6,0
1447,6,5
1448,8,6
1449,11,6
1450,10,4
1451,8,4
1452,9,0
1453,9,6
1454,7,4
1455,12,6
1456,5,0
1457,8,0
1458,4,4
1459,8,0
1460,5,4
1461,9,6
1462,3,2
1463,9,7
1464,2,2
1465,3,3
1466,13,0
1467,7,2
1468,8,0
1469,6,2
1470,7,0
1471,7,1
1472,9,4
1473,3,2
1474,6,4
1475,4,4
1476,4,3
1477,9,3
1478,9,3
1479,6,0
1480,4,0
1481,8,3
1482,6,5
1483,4,3
1484,5,5
1485,2,1
1486,11,6
1487,11,0
1488,7,2
1489,6,0
1490,9,6
1491,7,4
1492,8,0
1493,9,3
1494,6,5
1495,8,3
1496,2,1
1497,3,3
1498,5,4
1499,8,4
1500,8,5
1501,5,4
1502,2,1
1503,6,4
1504,3,2
1505,8,0
1506,5,2
1507,5,0
1508,2,2
1509,10,4
1510,3,3
1511,9,6
1512,9,3
1513,6,6
1514,6,2
1515,6,5
1516,7,4
1517,13,7
1518,6,4
1519,3,2
1520,4,0
1521,8,0
1522,5,3
1523,6,2
1524,7,5
1525,7,4
1526,4,2
1527,6,6
1528,7,3
1529,6,2
1530,13,8
1531,7,5
1532,7,4
1533,2,2
1534,4,3
1535,10,6
1536,2,0
1537,8,3
1538,6,3
1539,8,0
1540,6,0
1541,5,5
1542,8,0
1543,2,0
1544,9,4
1545,7,6
1546,9,8
1547,4,3
1548,5,0
1549,7,0
1550,3,3
1551,2,2
1552,6,1
1553,8,7
1554,9,5
1555,12,0
1556,8,3
1557,6,4
1558,9,0
1559,11,7
1560,5,5
1561,6,1
1562,7,3
1563,7,3
1564,7,7
1565,7,3
1566,4,4
1567,2,0
1568,7,4
1569,9,0
1570,4,4
1571,4,4
1572,6,2
1573,6,6
1574,10,5
1575,5,4
1576,3,2
1577,7,5
1578,1,0
1579,9,0
1580,9,5
1581,4,0
1582,9,3
1583,4,1
1584,5,3
1585,8,0
1586,6,1
1587,8,0
1588,12,6
1589,11,0
1590,5,0
1591,9,5
1592,6,3
1593,6,5
1594,5,0
1595,11,5
1596,3,0
1597,5,1
1598,3,1
1599,4,4
1600,3,1
1601,6,4
1602,4,0
1603,7,2
1604,4,3
1605,4,0
1606,12,7
1607,5,5
1608,8,0
1609,4,2
1610,4,0
1611,4,3
1612,9,4
1613,11,0
1614,9,3
1615,5,5
1616,7,3
1617,9,5
1618,5,3
1619,3,0
1620,7,0
1621,3,2
1622,1,1
1623,7,6
1624,10,5
1625,11,0
1626,10,4
1627,5,0
1628,10,0
1629,10,6
1630,6,6
1631,12,0
1632,6,0
1633,6,0
1634,8,3
1635,6,4
1636,5,4
1637,8,2
1638,11,5
1639,10,4
1640,4,0
1641,10,4
1642,9,0
1643,5,0
1644,5,2
1645,10,5
1646,7,5
1647,6,5
1648,6,3
1649,11,7
1650,5,0
1651,4,0
1652,2,2
1653,7,5
1654,5,3
1655,9,0
1656,8,4
1657,9,4
1658,10,4
1659,7,5
1660,6,4
1661,12,6
1662,8,4
1663,5,1
1664,4,1
1665,4,0
1666,7,0
1667,7,4
1668,2,1
1669,7,5
1670,4,1
1671,6,0
1672,6,0
1673,3,3
1674,5,4
1675,10,5
1676,5,5
1677,5,2
1678,4,4
1679,6,4
1680,11,7
1681,2,2
1682,6,1
1683,9,5
1684,5,3
1685,8,0
1686,13,7
1687,8,4
1688,11,5
1689,7,5
1690,6,2
1691,8,4
1692,8,7
1693,8,3
1694,11,0
1695,8,8
1696,12,6
1697,9,3
1698,9,4
1699,7,0
1700,7,3
1701,11,5
1702,7,4
1703,3,0
1704,4,4
1705,7,6
1706,6,6
1707,10,8
1708,4,0
1709,10,5
1710,7,2
1711,8,0
1712,7,1
1713,8,0
1714,4,3
1715,5,0
1716,2,0
1717,9,3
1718,10,0
1719,9,3
1720,6,5
1721,11,0
1722,3,3
1723,8,3
1724,10,6
1725,7,5
1726,7,0
1727,7,3
1728,7,5
1729,7,3
1730,1,1
1731,10,5
1732,10,7
1733,9,3
1734,3,1
1735,9,0
1736,5,4
1737,8,8
1738,6,3
1739,4,4
1740,4,4
1741,9,8
1742,6,0
1743,8,2
1744,3,3
1745,6,5
1746,7,5
1747,7,6
1748,9,0
1749,10,5
1750,7,6
1751,1,0
1752,4,3
1753,7,0
1754,6,0
1755,7,1
1756,10,7
1757,4,3
1758,4,3
1759,7,3
1760,7,3
1761,6,4
1762,7,5
1763,8,0
1764,5,2
1765,5,3
1766,9,4
1767,7,2
1768,6,3
1769,4,0
1770,10,8
1771,5,4
1772,7,3
1773,10,0
1774,8,0
1775,8,3
1776,8,5
1777,3,1
1778,7,4
1779,5,3
1780,3,1
1781,6,3
1782,4,0
1783,2,0
1784,10,6
1785,7,2
1786,5,4
1787,8,4
1788,10,6
1789,8,0
1790,4,3
1791,7,0
1792,9,7
1793,7,2
1794,7,4
1795,5,5
1796,2,2
1797,5,5
1798,6,0
1799,4,3
1800,6,4
1801,10,4
1802,2,2
1803,5,3
1804,9,3
1805,3,3
1806,7,6
1807,7,1
1808,5,2
1809,6,3
1810,4,1
1811,11,6
1812,7,0
1813,7,3
1814,9,9
1815,8,5
1816,12,0
1817,9,5
1818,7,3
1819,8,4
1820,7,5
1821,13,7
1822,3,1
1823,10,6
1824,8,0
1825,8,0
1826,3,3
1827,11,5
1828,9,4
1829,7,0
1830,6,0
1831,9,6
1832,8,5
1833,3,2
1834,2,1
1835,7,1
1836,6,3
1837,6,0
1838,6,3
1839,10,0
1840,10,0
1841,4,3
1842,11,6
1843,10,5
1844,7,6
1845,8,2
1846,8,5
1847,10,6
1848,6,3
1849,5,5
1850,6,5
1851,8,0
1852,9,3
1853,7,6
1854,11,11
1855,10,5
1856,8,6
1857,7,0
1858,8,5
1859,6,2
1860,13,0
1861,8,2
1862,4,2
1863,4,2
1864,7,3
1865,9,3
1866,4,3
1867,7,3
1868,12,7
1869,8,5
1870,7,6
1871,4,1
1872,8,4
1873,4,3
1874,11,0
1875,9,4
1876,3,3
1877,9,7
1878,7,0
1879,5,4
1880,5,3
1881,5,5
1882,3,2
1883,6,0
1884,6,4
1885,5,4
1886,8,6
1887,10,8
1888,6,5
1889,9,0
1890,6,4
1891,6,0
1892,10,4
1893,10,7
1894,10,0
1895,8,0
1896,6,6
1897,5,0
1898,10,7
1899,3,0
1900,7,0
1901,4,0
1902,7,4
1903,6,6
1904,8,0
1905,4,0
1906,1,0
1907,3,2
1908,9,4
1909,4,3
1910,7,0
1911,4,0
1912,9,8
1913,10,6
1914,5,3
1915,4,0
1916,5,0
1917,4,0
1918,12,0
1919,5,3
1920,9,4
1921,14,9
1922,8,7
1923,4,3
1924,7,0
1925,7,2
1926,8,2
1927,7,0
1928,7,6
1929,8,3
1930,9,0
1931,5,5
1932,10,5
1933,7,5
1934,9,0
1935,3,3
1936,5,2
1937,2,1
1938,7,6
1939,9,4
1940,6,0
1941,9,6
1942,4,1
1943,7,4
1944,8,3
1945,5,4
1946,7,4
1947,9,4
1948,7,2
1949,2,2
1950,11,7
1951,10,7
1952,6,0
1953,6,5
1954,8,3
1955,10,4
1956,4,1
1957,9,3
1958,7,0
1959,3,2
1960,4,4
1961,5,5
1962,6,2
1963,10,0
1964,8,4
1965,5,0
1966,6,4
1967,5,5
1968,11,5
1969,9,0
1970,0,0
1971,3,3
1972,10,4
1973,8,2
1974,8,6
1975,9,0
1976,9,0
1977,3,0
1978,8,2
1979,8,3
1980,5,3
1981,5,3
1982,3,0
1983,7,4
1984,7,0
1985,5,4
1986,8,6
1987,11,5
1988,7,1
1989,8,2
1990,8,0
1991,9,3
1992,7,6
1993,9,7
1994,11,5
1995,9,7
1996,7,2
1997,10,8
1998,8,7
1999,4,4
