index,search_results,rank
530,5,3
531,0,0
532,3,3
533,2,2
534,2,1
535,2,2
536,3,0
537,0,0
538,2,0
539,0,0
540,2,0
541,4,2
542,1,1
543,0,0
544,1,1
545,2,0
546,4,0
547,5,0
548,3,0
549,4,2
550,2,2
551,1,0
552,2,0
553,3,3
554,3,0
555,8,0
556,2,1
557,4,0
558,3,1
559,3,1
560,3,3
561,3,3
562,4,0
563,2,0
564,8,6
565,1,0
566,1,1
567,6,4
568,0,0
569,7,0
570,4,2
571,1,1
572,1,0
573,1,0
574,5,4
575,3,2
576,2,2
577,3,0
578,0,0
579,3,2
580,2,1
581,3,0
582,2,0
583,1,1
584,1,1
585,4,4
586,5,3
587,2,2
588,2,2
589,3,2
590,2,0
591,3,2
592,2,1
593,1,0
594,6,4
595,1,0
596,3,0
597,1,1
598,3,2
599,3,2
600,5,0
601,2,1
602,3,0
603,6,5
604,3,0
605,3,1
606,5,0
607,1,0
608,3,0
609,2,0
610,1,0
611,5,0
612,4,0
613,1,1
614,4,2
615,1,0
616,0,0
617,6,0
618,3,0
619,5,0
620,4,0
621,5,4
622,4,2
623,4,2
624,5,3
625,4,2
626,5,0
627,5,5
628,2,0
629,3,2
630,2,1
631,4,2
632,5,0
633,2,2
634,5,4
635,2,1
636,3,0
637,2,2
638,5,0
639,3,0
640,1,1
641,4,0
642,1,1
643,5,0
644,5,4
645,4,2
646,3,3
647,5,3
648,5,0
649,3,3
650,1,1
651,1,0
652,5,4
653,2,1
654,2,2
655,3,0
656,7,0
657,2,1
658,3,2
659,2,2
660,3,1
661,1,0
662,0,0
663,3,0
664,2,2
665,5,3
666,3,3
667,1,0
668,4,3
669,3,0
670,3,1
671,4,0
672,1,0
673,2,1
674,4,2
675,3,2
676,3,0
677,2,1
678,0,0
679,1,1
680,3,2
681,1,0
682,6,4
683,1,1
684,3,3
685,3,0
686,3,3
687,0,0
688,2,0
689,4,0
690,3,1
691,3,2
692,3,0
693,2,2
694,4,0
695,2,0
696,4,0
697,4,2
698,1,1
699,3,0
700,6,4
701,3,2
702,0,0
703,4,3
704,1,0
705,6,5
706,3,2
707,5,3
708,2,2
709,7,0
710,3,2
711,3,2
712,1,1
713,1,0
714,8,6
715,3,1
716,2,2
717,2,0
718,5,0
719,3,2
720,3,0
721,5,0
722,4,3
723,2,2
724,3,1
725,3,2
726,5,3
727,5,3
728,5,0
729,2,0
730,4,0
731,2,0
732,1,0
733,5,4
734,3,0
735,2,0
736,4,3
737,3,0
738,2,0
739,6,4
740,4,3
741,4,4
742,1,1
743,2,2
744,2,0
745,3,2
746,3,1
747,3,1
748,5,5
749,2,0
750,4,0
751,4,4
752,3,2
753,2,0
754,6,5
755,2,0
756,4,4
757,5,3
758,1,1
759,2,2
760,5,0
761,3,1
762,3,1
763,3,0
764,3,3
765,3,2
766,1,0
767,2,0
768,2,1
769,1,0
770,5,0
771,3,2
772,1,0
773,3,0
774,4,3
775,3,0
776,3,0
777,4,3
778,5,0
779,1,0
780,2,0
781,3,1
782,2,2
783,2,0
784,1,0
785,4,2
786,2,0
787,5,0
788,1,0
789,6,0
790,3,1
791,3,1
792,0,0
793,3,0
794,4,2
795,2,0
796,3,3
797,6,4
798,3,2
799,5,0
800,3,2
801,4,3
802,1,1
803,3,0
804,0,0
805,4,3
806,1,0
807,5,0
808,5,3
809,2,1
810,5,3
811,0,0
812,2,0
813,2,0
814,4,2
815,2,1
816,6,0
817,5,3
818,2,1
819,3,1
820,6,4
821,3,1
822,3,0
823,2,1
824,3,0
825,1,1
826,4,2
827,7,0
828,1,0
829,4,2
830,5,0
831,2,1
832,5,4
833,5,0
834,2,1
835,3,2
836,4,3
837,6,6
838,2,0
839,4,4
840,4,3
841,3,1
842,6,4
843,2,0
844,3,0
845,2,1
846,5,4
847,4,0
848,7,0
849,3,0
850,3,2
851,2,0
852,4,2
853,3,0
854,4,3
855,2,0
856,3,0
857,1,1
858,5,4
859,2,0
860,5,4
861,2,0
862,4,3
863,2,0
864,3,0
865,5,0
866,2,0
867,1,1
868,1,0
869,3,2
870,2,0
871,4,0
872,3,0
873,4,0
874,1,0
875,1,0
876,4,4
877,3,0
878,3,2
879,2,0
880,3,0
881,7,0
882,0,0
883,4,0
884,3,3
885,1,0
886,4,0
887,6,4
888,5,3
889,4,0
890,1,0
891,5,3
892,4,0
893,2,1
894,2,0
895,2,0
896,2,2
897,0,0
898,2,1
899,2,0
900,2,0
901,4,2
902,4,0
903,6,4
904,6,0
905,1,0
906,4,2
907,3,1
908,4,2
909,2,0
910,2,0
911,5,4
912,4,4
913,3,1
914,2,0
915,3,3
916,7,6
917,2,1
918,1,0
919,5,0
920,5,0
921,2,1
922,2,0
923,4,0
924,2,1
925,2,0
926,3,0
927,2,2
928,4,0
929,4,2
930,2,1
931,3,1
932,7,0
933,3,3
934,5,0
935,1,1
936,2,0
937,8,7
938,2,0
939,4,0
940,3,0
941,0,0
942,3,2
943,4,0
944,4,2
945,3,0
946,2,0
947,3,1
948,4,2
949,2,2
950,6,5
951,3,2
952,2,0
953,2,1
954,2,0
955,1,0
956,2,0
957,3,2
958,6,4
959,3,2
960,7,0
961,1,0
962,1,0
963,3,2
964,2,0
965,0,0
966,4,0
967,3,3
968,1,1
969,3,0
970,2,0
971,0,0
972,2,0
973,2,2
974,2,0
975,1,1
976,0,0
977,4,3
978,5,3
979,4,3
980,6,0
981,3,2
982,2,2
983,5,3
984,2,2
985,3,2
986,2,2
987,8,0
988,6,0
989,1,0
990,7,6
991,1,1
992,4,0
993,3,0
994,3,3
995,6,4
996,4,3
997,4,0
998,2,0
999,4,4
1000,4,4
1001,3,0
1002,3,2
1003,3,2
1004,4,2
1005,2,2
1006,2,0
1007,6,4
1008,2,0
1009,2,0
1010,2,0
1011,3,2
1012,3,1
1013,2,1
1014,5,0
1015,2,2
1016,3,1
1017,2,0
1018,3,0
1019,2,0
1020,4,2
1021,5,0
1022,0,0
1023,5,3
1024,3,0
1025,3,3
1026,2,2
1027,4,0
1028,4,0
1029,2,2
1030,5,3
1031,3,2
1032,2,0
1033,3,1
1034,3,0
1035,2,2
1036,5,3
1037,1,1
1038,2,2
1039,1,0
1040,2,0
1041,3,1
1042,2,0
1043,6,4
1044,8,0
1045,5,0
1046,3,3
1047,2,1
1048,6,4
1049,4,2
1050,4,0
1051,3,2
1052,2,0
1053,2,2
1054,4,2
1055,4,3
1056,3,1
1057,2,0
1058,1,0
1059,5,0
1060,3,0
1061,3,1
1062,3,2
1063,6,5
1064,4,0
1065,4,2
1066,3,2
1067,5,0
1068,3,1
1069,2,2
1070,1,1
1071,3,3
1072,0,0
1073,0,0
1074,2,2
1075,1,1
1076,3,0
1077,4,0
1078,1,1
1079,4,2
1080,2,2
1081,5,3
1082,4,0
1083,1,1
1084,2,1
1085,1,0
1086,2,2
1087,3,0
1088,2,1
1089,2,1
1090,3,3
1091,2,0
1092,6,5
1093,4,2
1094,5,3
1095,1,0
1096,4,3
1097,1,0
1098,5,0
1099,3,1
1100,2,2
1101,4,3
1102,2,0
1103,2,0
1104,3,2
1105,3,2
1106,4,2
1107,1,0
1108,4,0
1109,7,0
1110,1,0
1111,3,2
1112,3,2
1113,6,6
1114,3,1
1115,2,0
1116,2,1
1117,1,0
1118,4,2
1119,1,0
1120,6,4
1121,4,0
1122,3,0
1123,1,1
1124,3,0
1125,5,0
1126,3,2
1127,4,0
1128,2,0
1129,1,1
1130,4,0
1131,2,0
1132,4,0
1133,6,5
1134,0,0
1135,0,0
1136,8,0
1137,2,0
1138,2,0
1139,2,0
1140,4,3
1141,3,2
1142,4,3
1143,6,5
1144,7,5
1145,2,2
1146,3,3
1147,8,0
1148,5,3
1149,3,0
1150,5,3
1151,1,1
1152,3,1
1153,6,4
1154,1,0
1155,7,0
1156,3,0
1157,4,3
1158,2,2
1159,2,0
1160,3,1
1161,5,4
1162,3,3
1163,3,0
1164,7,5
1165,2,0
1166,6,0
1167,3,0
1168,1,1
1169,1,1
1170,2,0
1171,2,0
1172,5,4
1173,4,2
1174,3,1
1175,2,1
1176,2,1
1177,3,0
1178,4,0
1179,0,0
1180,3,2
1181,2,1
1182,3,0
1183,4,0
1184,0,0
1185,2,2
1186,1,0
1187,5,3
1188,4,0
1189,6,0
1190,3,0
1191,4,3
1192,4,0
1193,1,0
1194,2,0
1195,3,3
1196,2,1
1197,2,2
1198,2,1
1199,2,1
1200,3,2
1201,3,0
1202,4,2
1203,1,0
1204,5,3
1205,2,2
1206,2,0
1207,2,0
1208,5,4
1209,2,2
1210,3,2
1211,2,0
1212,4,2
1213,2,0
1214,4,0
1215,4,4
1216,2,0
1217,1,1
1218,4,4
1219,0,0
1220,1,0
1221,4,3
1222,2,0
1223,3,1
1224,0,0
1225,1,1
1226,3,0
1227,3,2
1228,2,0
1229,4,2
1230,4,3
1231,2,0
1232,4,3
1233,2,0
1234,4,4
1235,7,5
1236,2,1
1237,1,1
1238,6,4
1239,3,1
1240,2,1
1241,5,3
1242,2,2
1243,0,0
1244,3,1
1245,2,0
1246,3,0
1247,4,4
1248,5,0
1249,2,0
1250,4,2
1251,4,4
1252,4,0
1253,3,1
1254,3,2
1255,3,0
1256,4,2
1257,2,1
1258,2,0
1259,4,0
1260,6,6
1261,1,0
1262,4,0
1263,4,2
1264,2,2
1265,2,2
1266,3,2
1267,3,1
1268,4,4
1269,3,0
1270,2,0
1271,3,0
1272,3,0
1273,4,0
1274,2,1
1275,2,2
1276,2,0
1277,5,3
1278,3,3
1279,2,2
1280,0,0
1281,5,0
1282,4,2
1283,6,4
1284,2,1
1285,3,0
1286,2,2
1287,4,0
1288,2,0
1289,2,0
1290,1,0
1291,2,1
1292,3,1
1293,0,0
1294,3,1
1295,4,0
1296,5,3
1297,6,0
1298,5,0
1299,4,2
1300,6,4
1301,3,0
1302,3,2
1303,1,1
1304,2,0
1305,5,4
1306,7,5
1307,3,1
1308,3,3
1309,3,2
1310,3,1
1311,4,0
1312,3,0
1313,4,0
1314,1,1
1315,0,0
1316,4,2
1317,3,1
1318,4,2
1319,5,3
1320,2,0
1321,1,0
1322,3,2
1323,2,1
1324,3,2
1325,5,3
1326,3,2
1327,4,3
1328,3,0
1329,4,0
1330,3,0
1331,2,0
1332,3,2
1333,3,2
1334,4,2
1335,4,3
1336,3,1
1337,3,0
1338,0,0
1339,0,0
1340,3,0
1341,3,0
1342,3,1
1343,2,1
1344,6,0
1345,1,1
1346,4,0
1347,0,0
1348,4,0
1349,3,0
1350,4,0
1351,2,2
1352,4,3
1353,3,0
1354,2,1
1355,4,0
1356,4,0
1357,1,0
1358,6,4
1359,5,4
1360,2,2
1361,3,0
1362,2,2
1363,2,0
1364,3,0
1365,2,2
1366,5,3
1367,2,0
1368,1,1
1369,4,3
1370,5,0
1371,4,0
1372,1,0
1373,5,3
1374,1,0
1375,4,2
1376,7,0
1377,0,0
1378,3,1
1379,3,0
1380,4,0
1381,1,1
1382,1,0
1383,5,3
1384,3,3
1385,0,0
1386,2,2
1387,0,0
1388,5,4
1389,1,0
1390,4,2
1391,3,1
1392,2,0
1393,3,0
1394,2,2
1395,6,5
1396,2,1
1397,4,3
1398,2,0
1399,7,5
1400,2,2
1401,1,0
1402,1,1
1403,2,2
1404,0,0
1405,1,0
1406,4,0
1407,1,0
1408,1,0
1409,4,0
1410,3,2
1411,4,2
1412,6,0
1413,5,3
1414,2,0
1415,4,0
1416,2,1
1417,5,0
1418,5,3
1419,2,2
1420,5,3
1421,4,2
1422,4,3
1423,1,0
1424,3,3
1425,2,0
1426,5,0
1427,3,0
1428,1,0
1429,2,1
1430,2,2
1431,6,4
1432,4,0
1433,5,0
1434,3,1
1435,4,0
1436,6,0
1437,6,0
1438,3,1
1439,5,0
1440,1,0
1441,3,2
1442,7,5
1443,2,1
1444,3,2
1445,4,0
1446,2,0
1447,4,3
1448,3,0
1449,6,4
1450,7,5
1451,5,3
1452,3,0
1453,0,0
1454,4,3
1455,1,1
1456,1,0
1457,1,0
1458,2,1
1459,3,2
1460,3,2
1461,2,1
1462,1,0
1463,5,5
1464,1,0
1465,0,0
1466,2,0
1467,2,1
1468,5,0
1469,1,0
1470,1,0
1471,2,0
1472,5,4
1473,4,0
1474,0,0
1475,4,0
1476,2,1
1477,2,1
1478,2,0
1479,4,3
1480,1,1
1481,0,0
1482,2,2
1483,3,3
1484,2,0
1485,7,0
1486,5,3
1487,5,0
1488,5,4
1489,3,1
1490,2,2
1491,3,0
1492,4,2
1493,2,0
1494,3,0
1495,4,3
1496,3,0
1497,5,0
1498,3,1
1499,5,3
1500,6,5
1501,2,0
1502,3,1
1503,2,0
1504,0,0
1505,2,0
1506,2,0
1507,3,2
1508,1,0
1509,4,0
1510,4,0
1511,7,0
1512,3,0
1513,2,0
1514,1,0
1515,5,3
1516,1,0
1517,0,0
1518,3,1
1519,1,1
1520,3,0
1521,5,4
1522,3,0
1523,7,0
1524,2,1
1525,2,0
1526,1,1
1527,3,0
1528,3,3
1529,4,2
1530,6,0
1531,2,0
1532,5,3
1533,4,0
1534,3,2
1535,1,0
1536,5,3
1537,5,3
1538,2,0
1539,1,0
1540,1,0
1541,2,0
1542,7,5
1543,2,0
1544,4,0
1545,2,0
1546,5,3
1547,4,4
1548,3,0
1549,5,0
1550,2,2
1551,3,3
1552,3,0
1553,2,0
1554,7,0
1555,4,0
1556,2,1
1557,2,0
1558,3,0
1559,2,0
1560,3,2
1561,2,0
1562,5,3
1563,3,0
1564,4,0
1565,2,0
1566,5,3
1567,3,2
1568,4,2
1569,2,2
1570,4,3
1571,4,2
1572,3,1
1573,1,1
1574,4,0
1575,2,0
1576,0,0
1577,5,3
1578,2,2
1579,4,2
1580,2,0
1581,2,2
1582,2,1
1583,2,2
1584,4,0
1585,3,1
1586,7,5
1587,1,1
1588,2,0
1589,3,0
1590,2,0
1591,4,0
1592,1,0
1593,3,1
1594,1,1
1595,3,1
1596,4,4
1597,0,0
1598,2,0
1599,3,1
1600,1,1
1601,1,1
1602,3,1
1603,0,0
1604,5,3
1605,1,0
1606,4,0
1607,3,1
1608,7,6
1609,3,0
1610,2,0
1611,1,0
1612,3,1
1613,4,0
1614,2,1
1615,2,0
1616,3,3
1617,2,0
1618,2,1
1619,1,1
1620,1,1
1621,5,3
1622,3,1
1623,3,0
1624,3,3
1625,3,1
1626,4,2
1627,5,3
1628,2,1
1629,4,2
1630,4,3
1631,3,2
1632,0,0
1633,3,0
1634,3,0
1635,2,0
1636,0,0
1637,3,1
1638,0,0
1639,2,0
1640,1,0
1641,4,0
1642,4,0
1643,3,3
1644,3,2
1645,2,2
1646,6,4
1647,1,1
1648,4,3
1649,4,3
1650,5,4
1651,2,0
1652,4,4
1653,3,0
1654,4,2
1655,5,3
1656,4,2
1657,3,0
1658,5,4
1659,5,4
1660,2,0
1661,2,1
1662,0,0
1663,4,3
1664,1,1
1665,8,6
1666,3,0
1667,3,0
1668,5,0
1669,5,3
1670,1,0
1671,3,2
1672,2,1
1673,5,3
1674,3,1
1675,3,0
1676,6,5
1677,2,0
1678,3,1
1679,4,2
1680,1,1
1681,7,5
1682,1,1
1683,3,0
1684,3,0
1685,4,2
1686,0,0
1687,4,0
1688,3,2
1689,5,4
1690,0,0
1691,4,3
1692,4,0
1693,4,3
1694,4,2
1695,2,0
1696,2,2
1697,2,0
1698,2,0
1699,1,0
1700,0,0
1701,2,1
1702,0,0
1703,4,0
1704,2,1
1705,4,3
1706,2,0
1707,3,0
1708,8,0
1709,4,0
1710,1,0
1711,3,1
1712,5,0
1713,4,0
1714,2,0
1715,0,0
1716,4,0
1717,3,0
1718,4,4
1719,4,0
1720,2,1
1721,5,4
1722,2,2
1723,3,0
1724,4,0
1725,4,2
1726,2,2
1727,1,1
1728,1,0
1729,5,0
1730,4,0
1731,8,6
1732,4,4
1733,3,2
1734,3,1
1735,4,4
1736,4,2
1737,3,3
1738,2,0
1739,3,3
1740,2,0
1741,2,2
1742,3,0
1743,4,2
1744,4,0
1745,3,0
1746,4,2
1747,3,0
1748,6,0
1749,5,0
1750,0,0
1751,4,0
1752,5,3
1753,4,2
1754,3,0
1755,3,2
1756,1,0
1757,4,0
1758,3,1
1759,2,2
1760,4,0
1761,6,0
1762,2,0
1763,3,0
1764,2,0
1765,1,0
1766,1,1
1767,2,0
1768,1,0
1769,2,1
1770,5,4
1771,4,3
1772,6,4
1773,3,0
1774,3,0
1775,3,0
1776,3,1
1777,3,1
1778,3,1
1779,1,0
1780,5,0
1781,3,2
1782,4,0
1783,4,2
1784,1,0
1785,3,0
1786,4,0
1787,4,0
1788,4,0
1789,4,4
1790,2,2
1791,2,1
1792,5,0
1793,3,3
1794,1,1
1795,3,0
1796,5,0
1797,2,1
1798,4,4
1799,1,0
1800,5,3
1801,4,0
1802,5,3
1803,2,2
1804,3,0
1805,0,0
1806,4,2
1807,4,0
1808,3,0
1809,5,0
1810,3,0
1811,3,0
1812,2,2
1813,1,0
1814,4,2
1815,1,0
1816,3,0
1817,3,1
1818,3,2
1819,1,1
1820,3,1
1821,3,2
1822,5,4
1823,0,0
1824,2,0
1825,4,4
1826,4,0
1827,2,0
1828,3,1
1829,4,0
1830,2,1
1831,5,0
1832,4,3
1833,4,2
1834,4,0
1835,4,0
1836,3,1
1837,1,1
1838,4,2
1839,2,1
1840,5,0
1841,4,3
1842,4,0
1843,2,0
1844,3,0
1845,2,1
1846,1,1
1847,3,2
1848,1,0
1849,3,1
1850,4,2
1851,5,4
1852,0,0
1853,1,0
1854,1,1
1855,1,1
1856,4,4
1857,3,2
1858,2,2
1859,3,0
1860,5,5
1861,3,3
1862,5,0
1863,5,3
1864,2,0
1865,4,0
1866,3,2
1867,5,0
1868,5,0
1869,3,1
1870,2,0
1871,4,0
1872,1,0
1873,4,2
1874,3,3
1875,2,0
1876,2,0
1877,4,0
1878,2,0
1879,3,0
1880,3,0
1881,1,0
1882,0,0
1883,3,0
1884,0,0
1885,5,0
1886,2,2
1887,5,4
1888,3,1
1889,0,0
1890,0,0
1891,6,4
1892,2,0
1893,5,5
1894,2,0
1895,4,0
1896,2,2
1897,2,1
1898,1,1
1899,2,1
1900,3,0
1901,5,0
1902,2,2
1903,5,3
1904,5,0
1905,1,1
1906,3,2
1907,2,0
1908,2,2
1909,4,4
1910,3,1
1911,0,0
1912,1,1
1913,2,2
1914,1,0
1915,2,1
1916,1,0
1917,3,2
1918,4,0
1919,5,3
1920,0,0
1921,7,0
1922,6,5
1923,1,0
1924,4,4
1925,3,2
1926,4,3
1927,3,2
1928,5,0
1929,2,0
1930,3,0
1931,2,0
1932,2,0
1933,2,0
1934,4,4
1935,5,4
1936,2,1
1937,3,3
1938,0,0
1939,4,0
1940,1,0
1941,4,3
1942,2,2
1943,1,0
1944,0,0
1945,1,0
1946,4,4
1947,4,2
1948,4,2
1949,3,3
1950,7,5
1951,5,0
1952,2,0
1953,2,0
1954,4,0
1955,3,2
1956,2,0
1957,5,3
1958,0,0
1959,2,0
1960,4,3
1961,3,2
1962,5,0
1963,3,1
1964,5,0
1965,4,3
1966,2,1
1967,3,0
1968,5,0
1969,4,2
1970,1,1
1971,5,4
1972,2,1
1973,3,0
1974,3,3
1975,2,0
1976,5,0
1977,5,3
1978,0,0
1979,2,2
1980,3,0
1981,2,0
1982,3,1
1983,5,4
1984,2,0
1985,1,1
1986,0,0
1987,3,3
1988,1,0
1989,3,0
1990,1,1
1991,3,1
1992,3,0
1993,5,4
1994,4,4
1995,5,3
1996,4,4
1997,1,0
1998,4,2
1999,3,1
2000,3,0
2001,5,4
2002,2,2
2003,1,0
2004,5,3
2005,2,0
2006,4,0
2007,4,0
2008,0,0
2009,2,2
2010,5,0
2011,3,0
2012,3,3
2013,2,0
2014,2,0
2015,2,0
2016,3,3
2017,2,2
2018,1,1
2019,3,0
2020,3,0
2021,4,2
2022,7,0
2023,3,0
2024,4,4
2025,3,2
2026,4,0
2027,0,0
2028,2,2
2029,1,1
2030,2,1
2031,4,0
2032,4,3
2033,3,0
2034,4,2
2035,1,1
2036,2,0
2037,1,0
2038,1,0
2039,3,3
2040,5,0
2041,1,0
2042,0,0
2043,4,0
2044,4,3
2045,5,3
2046,2,0
2047,1,0
2048,1,0
2049,4,4
2050,1,0
2051,5,3
2052,1,0
2053,2,0
2054,4,4
2055,3,1
2056,4,0
2057,6,0
2058,1,0
2059,2,0
2060,1,0
2061,3,0
2062,3,1
2063,3,1
2064,1,1
2065,5,3
2066,1,1
2067,3,1
2068,4,3
2069,2,1
2070,3,2
2071,2,0
2072,3,1
2073,4,3
2074,2,1
2075,4,4
2076,2,2
2077,1,0
2078,5,4
2079,4,2
2080,2,1
2081,1,1
2082,2,2
2083,1,0
2084,2,2
2085,2,2
2086,1,1
2087,2,1
2088,5,5
2089,1,1
2090,6,0
2091,4,4
2092,3,2
2093,3,1
2094,3,1
2095,5,0
2096,4,2
2097,1,1
2098,6,0
2099,4,2
2100,2,1
2101,4,3
2102,3,0
2103,4,0
2104,4,4
2105,1,0
2106,5,4
2107,2,0
2108,4,3
2109,3,3
2110,3,0
2111,5,3
2112,1,0
2113,6,4
2114,5,0
2115,0,0
2116,4,2
2117,2,1
2118,2,0
2119,5,0
2120,3,1
2121,2,0
2122,3,1
2123,6,4
2124,4,0
2125,0,0
2126,1,1
2127,4,4
2128,4,2
2129,1,1
2130,3,0
2131,3,1
2132,5,0
2133,5,3
2134,6,6
2135,1,1
2136,3,3
2137,3,0
2138,5,4
2139,4,0
